,name,artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
43,Mama,Jonas Blue,0.729446935725,0.762798634812,0.800022060446,0.0441392839627,0.157959584939,0.0,0.0261569416499,0.53512161855,0.232370562604,181615.0
44,Felices los 4,Maluma,0.742899850523,0.755972696246,0.767703507611,0.301128003923,0.332125209251,0.0,0.77615694165,0.739713571266,0.151840638216,229849.0
45,iSpy (feat. Lil Yachty),KYLE,0.729446935725,0.523890784983,0.520295609971,0.651790093183,0.54371485201,0.0,0.469315895372,0.665833143896,0.0,253107.0
46,Location,Khalid,0.714499252616,0.175767918089,0.0,0.985286905346,0.474624356415,0.000771428571429,0.119215291751,0.272561945897,0.0409297706011,219080.0
47,Chantaje,Shakira,0.887892376682,0.72866894198,0.942091330245,0.133398724865,0.268792254955,0.000145238095238,0.293259557344,0.932939304387,0.216407151096,195840.0
48,Bad and Boujee (feat. Lil Uzi Vert),Migos,1.0,0.544368600683,0.678248400618,0.541441883276,0.0874297040192,0.0,0.202716297787,0.100932030007,0.41698705626,343150.0
49,Havana,Camila Cabello,0.762331838565,0.29180887372,0.787447606442,0.019617459539,0.267352869631,0.000180952380952,0.154929577465,0.377131166174,0.240099961553,216897.0
50,Solo Dance,Martin Jensen,0.726457399103,0.836177474403,1.0,0.0674350171653,0.0622404608336,0.0,0.381287726358,0.311207092521,0.319981097014,174933.0
51,Fake Love,Drake,1.0,0.242320819113,0.223803220825,0.973025993134,0.155080814289,0.0,0.386317907445,0.589679472607,0.47234236832,210937.0
52,Let Me Love You,DJ Snake,0.325859491779,0.634812286689,0.67868960953,0.0843550760177,0.112475008672,4.85714285714e-05,0.200201207243,0.0634235053421,1.0,205947.0
53,More Than You Know,Axwell /\ Ingrosso,0.576980568012,0.67747440273,0.712552393558,0.0301618440412,0.0485663002471,0.0,0.539738430584,0.520345533076,0.384932077406,203000.0
54,One Dance,Drake,0.796711509716,0.465870307167,0.615045223914,0.0735654732712,0.010911980148,0.0201428571429,0.77615694165,0.323709934076,0.23206619249,173987.0
55,SUBEME LA RADIO,Enrique Iglesias,0.636771300448,0.813993174061,0.900617692477,0.132663070132,0.106717467373,0.0,0.172535211268,0.637417594908,0.128412149173,208163.0
56,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,0.665171898356,0.890784982935,0.750165453342,0.01446787641,0.215534997934,0.628571428571,0.154929577465,0.735167083428,0.368560169166,193613.0
57,Sorry Not Sorry,Demi Lovato,0.666666666667,0.48976109215,0.500661813369,0.534085335949,0.0304300451535,0.0,0.622736418511,0.882927938168,0.552712097911,203760.0
58,Redbone,Childish Gambino,0.724962630792,0.0221843003413,0.117030664019,0.137812653261,0.286064878854,0.0290952380952,0.237927565392,0.569220277336,0.68136453928,326933.0
59,24K Magic,Bruno Mars,0.837070254111,0.779863481229,0.791969997794,0.138548307994,0.0485663002471,0.0,0.278169014085,0.620368265515,0.255943226964,225983.0
60,DNA.,Kendrick Lamar,0.566517189836,0.286689419795,0.518310169865,0.838155958803,0.00639231022784,0.0,0.129778672032,0.358945214822,0.519952261951,185947.0
61,El Amante,Nicky Jam,0.635276532138,0.588737201365,0.653761305978,0.0490436488475,0.349397833149,0.0,0.245472837022,0.734030461469,0.84017365116,219507.0
62,You Don't Know Me - Radio Edit,Jax Jones,0.923766816143,0.551194539249,0.596514449592,0.281510544385,0.234247007158,0.0,0.358651911469,0.677199363492,0.39240516468,213947.0
63,Chained To The Rhythm,Katy Perry,0.284005979073,0.776450511945,0.672733289212,0.347719470329,0.105134143515,0.0,0.260563380282,0.427142532394,0.919373958734,237734.0
64,No Promises (feat. Demi Lovato),Cheat Codes,0.72197309417,0.547781569966,0.663688506508,0.271701814615,0.0823918553821,0.0,0.159959758551,0.578313253012,0.303889529668,223504.0
65,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.772795216741,0.462457337884,0.584160600044,0.115007356547,0.490457594989,0.0,0.141096579477,0.453284837463,0.200499807766,214265.0
66,"How Far I'll Go - From ""Moana""",Alessia Cara,0.0837070254111,0.356655290102,0.205272446503,0.850416871015,0.225610695209,0.000514285714286,0.0618712273642,0.0827460786542,0.838219274638,175517.0
67,Slow Hands,Niall Horan,0.711509715994,0.122866894198,0.527685859254,0.0473271211378,0.0181952698919,0.0,0.0389839034205,0.888611047965,0.0872500961169,188174.0
68,Escápate Conmigo,Wisin,0.730941704036,0.883959044369,0.913412750938,0.0899950956351,0.0348921396607,0.000212380952381,0.107897384306,0.759036144578,0.13626169422,232787.0
69,Bounce Back,Big Sean,0.765321375187,0.377133105802,0.635782042797,0.372241294752,0.150762658314,0.0,0.207746478873,0.197544896567,0.0517509291298,222360.0
70,Sign of the Times,Harry Styles,0.385650224215,0.424914675768,0.753584822413,0.0198626777832,0.0392102956354,0.0,0.167505030181,0.154353262105,0.360085864411,340707.0
71,goosebumps,Travis Scott,0.871449925262,0.651877133106,0.892565629826,0.0617949975478,0.121543136219,0.0,0.268108651911,0.390770629689,0.440800012816,243837.0
72,Young Dumb & Broke,Khalid,0.807174887892,0.329351535836,0.563754687845,0.0463462481609,0.286064878854,7.90476190476e-05,0.308350100604,0.349852239145,0.496067217737,202547.0
73,There for You,Martin Garrix,0.527653213752,0.508532423208,0.425215089345,0.0787150564002,0.178110979487,0.0,0.20523138833,0.0497840418277,0.24792547738,221904.0
74,Cold (feat. Future),Maroon 5,0.65620328849,0.631399317406,0.570703728215,0.220205983325,0.169474667538,0.0,0.0,0.477153898613,0.199354414969,234308.0
75,Silence,Marshmello,0.391629297459,0.70819112628,0.923119347011,0.152280529671,0.368109842373,2.3619047619e-05,0.32092555332,0.227097067515,0.536292131232,180823.0
76,Too Good At Goodbyes,Sam Smith,0.657698056801,0.0494880546075,0.351091992058,0.0635115252575,0.93810643103,0.0,0.32847082495,0.50897931348,0.135396642317,201000.0
77,Just Hold On,Steve Aoki,0.581464872945,1.0,0.87657180675,0.145169200589,0.00514004499519,7.14285714286e-06,0.0377263581489,0.327119799955,0.32018935025,198774.0
78,Look What You Made Me Do,Taylor Swift,0.76980568012,0.569965870307,0.560776527686,0.288867091712,0.306216273403,7.47619047619e-05,0.200201207243,0.466924300977,0.424884659746,211859.0
79,Glorious (feat. Skylar Grey),Macklemore,0.707025411061,0.764505119454,0.698874917273,0.0711132908288,0.0461193451948,0.000123333333333,0.175050301811,0.306660604683,0.520456875561,220454.0
80,Starving,Hailee Steinfeld,0.692077727952,0.477815699659,0.801014780499,0.244727807749,0.578260099807,0.0,0.149899396378,0.536258240509,0.199426502627,181933.0
81,Reggaetón Lento (Bailemos),CNCO,0.751868460389,0.839590443686,0.925325391573,0.0662089259441,0.575381329157,0.0,0.336016096579,0.709024778359,0.151848647956,222560.0
82,Weak,AJR,0.620328849028,0.496587030717,0.765938671961,0.0483079941148,0.196822988711,0.0,0.356136820926,0.672652875654,0.392188901704,201160.0
83,Side To Side,Ariana Grande,0.582959641256,0.668941979522,0.615376130598,0.548798430603,0.0583541204564,0.0,0.627766599598,0.587406228688,0.673851403306,226160.0
84,Otra Vez (feat. J Balvin),Zion & Lennox,0.857997010463,0.726962457338,0.665453342158,0.188327611574,0.0800888388623,0.00231428571429,1.0,0.702205046602,0.168204536717,209453.0
85,I Like Me Better,Lauv,0.73841554559,0.27133105802,0.423670858151,0.563511525257,0.769698348017,1.21428571429e-05,0.154929577465,0.378267788134,0.135797129309,197437.0
86,In the Name of Love,Martin Garrix,0.346786248132,0.237201365188,0.576329141849,0.0426679744973,0.0848388104344,0.0,0.740945674044,0.124801091157,0.471557413815,195840.0
87,Cold Water (feat. Justin Bieber & MØ),Major Lazer,0.523168908819,0.77133105802,0.702625193029,0.0490436488475,0.105565959113,0.0,0.285714285714,0.471470788816,0.143590606177,185352.0
88,Malibu,Miley Cyrus,0.470852017937,0.742320819113,0.557688065299,0.0792054928887,0.11002805362,0.000125714285714,0.0978370221328,0.291884519209,0.51997629117,231907.0
89,All Night,The Vamps,0.427503736921,0.790102389078,0.70196337966,0.0321235899951,0.00509686343544,0.0,0.705734406439,0.41122982496,0.560689798795,197640.0
90,Hear Me Now,Alok,0.793721973094,0.163822525597,0.399073461284,0.0463462481609,0.843106999587,0.0174285714286,0.126509054326,0.413503068879,0.376097334359,192846.0
91,Your Song,Rita Ora,0.892376681614,0.474402730375,0.812817118906,0.0627758705248,0.227050080534,0.0,0.022384305835,0.995453512162,0.343962258106,180757.0
92,Ahora Dice,Chris Jeday,0.67264573991,0.592150170648,0.655857048312,0.281510544385,0.353715989124,0.0,0.217806841046,0.38736076381,0.55226355248,271080.0
93,Friends (with BloodPop®),Justin Bieber,0.726457399103,0.670648464164,0.674167218178,0.0380088278568,0.0062339778421,0.0,0.662977867203,0.639690838827,0.240083942074,189467.0
94,Bank Account,21 Savage,0.935724962631,0.0,0.356717405692,0.80382540461,0.0213619176067,3.35238095238e-05,0.112424547284,0.329393043874,0.0,220307.0
95,Bad Things (with Camila Cabello),Machine Gun Kelly,0.62331838565,0.587030716724,0.739135230532,0.26679744973,0.301898117428,0.0,0.615191146881,0.211184360082,0.503019671921,239293.0
96,Don't Let Me Down,The Chainsmokers,0.424514200299,0.87542662116,0.640966247518,0.426189308485,0.229928851183,0.0221904761905,0.237927565392,0.360081836781,0.679073753684,208053.0
97,Body Like A Back Road,Sam Hunt,0.707025411061,0.209897610922,0.467240238253,0.0230505149583,0.666062604625,4.95238095238e-06,0.152414486922,0.619231643555,0.191809240036,165387.0
98,Now Or Never,Halsey,0.597907324365,0.412969283276,0.723582616369,0.033104462972,0.150762658314,6.09523809524e-06,0.207746478873,0.395317117527,0.280813469179,214802.0
99,Dusk Till Dawn - Radio Edit,ZAYN,0.0,0.155290102389,0.537061548643,0.0387444825895,0.145005117015,6.04761904762e-06,0.159959758551,0.0119345305751,0.841238946559,239000.0
